# id	name	mnn
6506	Диагностикумы эритроцитарные шигеллезные: дизентерии 1; 2; 3-7; Флекснера 1-5; Флекснера 6 и Зонне	антигенные жидкие"
6576	Диагностикум эритроцитарный к вирусу клещевого энцефалита иммуноглобулиновый крысиный сухой для РНГА	диагностикум клещевого энцефалита
6507	Диагностикум эритроцитарный сальмонеллезный Ви-антигенный жидкий	диагностикум сальмонеллеза
10403	Диазем	дилтиазем
11635	Диазепам	диазепам
1018	Диазоксид	-
11974	Диакарб	ацетазоламид
1020	Диаквинолин	-
1021	Диалрапид &reg;	-
1022	Диамерид &reg;	-
4915	Диамидазепам	гидразинокарбонилметилбромфенилдигидробенздиазепин
11521	Дианил ПД4 с глюкозой	растворы для перитонеального диализа
1023	Диапаглиф	-
1024	Диара &reg; Экспресс	-
4103	Диарекс-Хималайя	~
5590	Диартрин	диацереин
1025	Диасек &reg;	-
8897	Диаскинтест	аллерген туберкулезный рекомбинантный в стандартном разведении
1026	Диасолюшн	-
1027	Диасолюшн ПД	-
1028	Диасфор	-
7239	ДиаТак	~
4338	Диафлекс Ромфарм	диацереин
1029	Диафлекс Хондро	-
1030	Диафурил	-
1031	Диацереин	-
8252	Диацереин-Мак	диацереин
1032	Диацереин-СЗ	-
8311	Диацетат бис (1-винилимидазол-N) цинка	цинка бисвинилимидазола диацетат
1033	Дибазол	-
8952	Диваза	~
3858	Дигоксин	дигоксин
3646	Дигоксина таблетки 0.00025 г	дигоксин
11943	Дигоксин Гриндекс	дигоксин
5152	Диданозин	диданозин
13065	Диет-Комфорт	~
6929	Диетол-композитум	-
8999	Диетресса	~
5426	Дизаверокс	зидовудин + ламивудин
9227	Дииндолилметан	дииндолилметан
8486	Дикарбамин	имидазолилэтанамид пентандиовой кислоты
7837	Диклоран Дента	~
10847	Диклоран Плюс	~
5499	Дилакса	целекоксиб
11722	Диласидом	молсидомин
12213	Дилатренд	карведилол
7840	Дилтиазем	дилтиазем
11478	Дилтиазем Ланнахер	дилтиазем
11477	ДилтиаземЛаннахер	дилтиазем
9335	Дилтиазем ретард	дилтиазем
9325	Дилтиазем-Тева	дилтиазем
9787	Дименгидринат	дименгидринат
7057	Димоцифон	~
3922	Динамико	силденафил
6041	Динамико Форвард	силденафил
12495	Династат	парекоксиб
7460	Динатон	серотонин
4157	Динатроп	соматропин
8499	Динисорб	изосорбида динитрат
9238	Динокс	фексофенадин
7186	Дипана	-
9760	Дипентаст	диэтилентриаминпентауксусной кислоты гадолинийдинатриевая соль
5737	Диполькром	кромоглициевая кислота
11293	Диприван	пропофол
6681	ДипСтрик BD-912	~
11233	Дип Хит	~
11606	Дискус композитум	~
10485	Дисменорм	~
8708	Диспланор	цисплатин
4844	Диспорт	комплекс ботулинический токсин типа а-гемагглютинин
8025	Дисульфирам	дисульфирам
12029	Дитадрин	~
3500	Дитилин	суксаметония йодид
10496	Дитилин-Дарница	суксаметония йодид
6806	Диувер	торасемид
3795	Диуманкал	этилендиоксибензопирандион
3501	Дифенин	фенитоин
3663	Дифенина таблетки	фенитоин
8745	Диферелин	трипторелин
11059	Дифферин	адапален
9690	Дихолинсукцинат	~
11966	Дицетел	пинаверия бромид
11574	Дицинон	этамзилат
12874	Диэтиламид кислоты никотиновой	никетамид
3666	Диэтиламид никотиновой кислоты	никетамид
3558	Диэтилстильбэстрол	диэтилстилбэстрол
1034	ДляЖенс &reg; диол	-
1035	ДляЖенс &reg; дюфа	-
1036	ДляЖенс &reg; климо	-
1037	ДляЖенс &reg; метри	-
1038	ДляЖенс &reg; про	-
1039	ДляЖенс &reg; проги	-
1040	ДляЖенс &reg; фемини	-
1041	ДляЖенс &reg; фемо	-
1042	ДляЖенс &reg; эстри	-
1043	Добралгин &reg; Табл	-
3931	Доброкам	бромкамфора
1044	Добутамин	-
9692	Добутамина гидрохлорид	добутамин
11539	Добутамин Адмеда	добутамин
11085	Добутамин Гексал	добутамин
5276	Добутамин-МР	добутамин
1045	Добутел	-
1046	Довато	-
1047	Дозинва	-
1048	Доквир	-
1049	Доксазозин	-
6600	Доксазозина мезилат	доксазозин
10191	Доксазозин Белупо	доксазозин
1050	Доксазозин-Бинергия	-
11758	Доксазозин Зентива	доксазозин
9205	Доксазозин Сандоз	доксазозин
13466	Доксазозин-ФПО	доксазозин
13546	Доксапростан	доксазозин
1051	Доксепин	-
1052	Доксеф	-
1053	Доксиламин	-
9863	Доксиламина сукцинат	доксиламин
1054	Доксиламин Медисорб	-
1055	Доксиламин Органика	-
1056	Доксиламин Реневал	-
1057	Доксиламин-СЗ	-
1058	Доксиламин-Форп	-
4184	Доксолек	доксорубицин
1062	Доксорубицин	-
3748	Доксорубицина гидрохлорид	доксорубицин
5866	Доксорубицин-ДЕКО	доксорубицин
8888	Доксорубицин Лахема	доксорубицин
7640	Доксорубицин-ЛЭНС	доксорубицин
5482	Доксорубицин-РОНЦ	доксорубицин
12041	Доксорубицин-Тева	доксорубицин
13495	Доксорубицин-Ферейн	доксорубицин
12141	Доксорубицин-Эбеве	доксорубицин
8515	ДОКТОР МОМ  ИНХАЙЛЕР	-
12762	Доктор Мом Колд Раб	~
11641	Доктор Мом Рабон	---
7589	Доктор Тайсс алергол	~
6775	Доктор Тайсс алергол морская вода	морская вода
10470	Доктор Тайсс Анги Септ	~
11143	Доктор Тайсс Венен гель	~
7538	Доктор Тайсс ревмакрем	~
10675	Доктор Тайсс сироп с подорожником	~
10722	Доктор Тайсс Шведская горечь	~
10723	Доктор Тайсс экстракт шалфея с витамином С	~
7030	Доктор Тайсс Эхинацея форте	~
9382	Дологель СТ	-
9231	Долфорин	фентанил
8400	Домеган	ондансетрон
9810	Донепезила гидрохлорид	донепезил
10378	Донормил	доксиламин
5547	Допамин	допамин
9251	Допамина гидрохлорид	допамин
12571	Допамин Адмеда	допамин
12570	Допамин Солвей 200	допамин
11094	Допегит	метилдопа
12686	Допмин	допамин
12619	Доппельгерц Виталотоник	~
5708	Доппельгерц Гомеопатический комплекс при насморке	~
12739	Доппельгерц Женьшень	женьшень
12393	Доппельгерц Женьшень Актив	-
12654	Доппельгерц Кардиовитал	~
11813	Доппельгерц Мелисса	~
8599	Дорипрекс	дорипенем
12692	Дормикум	мидазолам
10487	Дормиплант	~
4808	Дормиплант-Валериана	~
13609	Дорон Р	~
11551	Достинекс	каберголин
10475	Дотарем	гадотеровая кислота
3733	Дофамин	допамин
4117	Дофамин-Бинергия	допамин
10501	Дофамин-Дарница	допамин
12957	Дофамин-Ферейн	допамин
5582	Доцетаксел	доцетаксел
9893	Доцетаксела тригидрат - Лонг Шенг Фарма Лимитед	доцетаксел
6260	Доцетаксел безводный	доцетаксел
9269	Доцетаксел-Рус	доцетаксел
5645	Доцетаксел Сандоз	доцетаксел
7064	Доцетаксел-Филаксис	доцетаксел
8024	Доцетера	доцетаксел
12722	Драйтек	~
12674	Драмина	дименгидринат
12119	Драполен	~
1063	Драспазол &reg;	-
1064	Драстоп &reg;	-
1065	Дрозера	-
1067	Дроперидол	-
3715	Дроперидола раствор для инъекций 0.25%	дроперидол
1068	Дропзивин	-
1066	ДропСтетик	-
12286	Др.Рекевег Базицин	~
12316	Др.Рекевег Фибесан	~
13717	ДС-HCV-Антигены	диагностикум гепатита с
7039	ДС-ИФА-HBeAg	диагностикум гепатита b
6236	ДС-ИФА-HBsAg	диагностикум гепатита b
13019	ДС-ИФА-анти-HAV-М-рекомб	диагностикум гепатита a
7136	ДС-ИФА-анти-HBе	диагностикум гепатита b
7025	ДС-ИФА-анти-HCV-Спектр-GM	диагностикум гепатита с
13657	ДС-ИФА-анти-SARS-CoV	диагностикум атипичной пневмонии [sars-вирус]
7205	ДС-ИФА-анти-ВИЧ-Униф	диагностикум вич
13719	ДС-ИФА-анти-НВс	диагностикум гепатита b
7146	ДС-Эритро-HBsAg	диагностикум гепатита b
1076	Дуавив &reg; Фемин	-
1077	Дуаклир Дженуэйр	-
1078	Дуактилам &reg;	-
8308	Дузофарм	нафтидрофурил
1080	Дузофарм &reg;	-
1081	Дулоксента &reg;	-
9216	Дулоксетин	дулоксетин
5269	Дулоксетин Канон	дулоксетин
1082	Дулькамара	-
13634	Дулькамара-плюс	~
1083	Думива&trade;	-
11366	Дуоденохель	~
1086	Дуодивен	-
1087	Дуодивен Форте	-
1088	Дуоколд &reg;	-
1089	Дуоназе	-
1090	Дуоника &reg;	-
1084	ДуоРесп Спиромакс	-
1091	Дуостанс	-
9106	ДуоТрав	~
1092	Дуофрин Нордум &reg;	-
1093	Дупиксент &reg;	-
1100	Дуэллин &reg;	-
920	Д-Форжект	-
1101	ДышеЛОРз	-
1103	Дышесол	-
1102	ДышеФЛЮ &reg;	-
1105	Дэглюнорм	-
1106	Дэлмигрен	-
1107	Дэлюкс	-
1104	ДэТриФерол	-
8215	Дюрогезик	фентанил
8216	Дюрогезик Матрикс	фентанил
1108	Дюспаталин &reg; Дуо	-
1109	Дютан &reg;	-
1110	Дюфалоза	-
1111	Дюфилекс	-
1112	Дюфлоцик	-
4578	Евфразия D3	~
12729	Езафосфина	-
6086	Ервой	ипилимумаб
1113	Ервой &reg;	-
5000	Жавлор	винфлунин
13352	ЖеКаТон	~
9758	Железо(II) сульфат	железо (ii) сернокислое 7-водное
8622	Желпластан	~
4799	Желудочно-кишечный сбор-ф	-
1120	Желудочный сбор №3	~
12812	Желчевом	~
4099	Желчегонный сбор №2	~
3787	Желчегонный сбор №3	~
4188	Женале	мифепристон
1122	Женапристале	-
13452	Жень-шень комп	~
8318	Женьшень с витамином С	~
3512	Женьшеня настойка	женьшень
7235	Женьшеня экстракт сухой	женьшень
9553	Женьшеня экстракт сухой субстанция	-
5123	Жидкость для рук	~
10793	Заведос	идарубицин
9310	Завеска	миглустат
1124	Завицефта	-
4282	Загреб	хорватия"
7327	Задаксин	тимальфазин
11686	Задитен	кетотифен
1125	Зайечицкая горькая	-
10324	Заласта	оланзапин
10323	Заласта Ку-таб	оланзапин
9450	Залеплон	залеплон
5488	Залтрап	афлиберцепт
1126	Занидип &reg; КОМБО	-
4703	Зарсио	филграстим
1127	Зафрилла &reg;	-
1128	Звездочка Бронхо	-
1129	Звездочка Дуо ЛОР	-
1130	Звездочка ЛОР	-
1131	Звездочка ноз плюс	-
8380	Зевалин	ибритумомаб тиуксетан
1132	Зевтера &reg;	-
10216	ЗЕДЕКС	-
5348	Зелбораф	вемурафениб
12235	Зелдокс	зипрасидон
1133	Зелдокс &reg;	-
1134	Зеленина капли	-
1135	Земигло	-
1136	Земотин &reg;	-
4545	Земплар	парикальцитол
10428	Зенальб-20	альбумин человека
4127	Зенальб-4	5"
11224	Зенапакс	даклизумаб
5038	Зеникс	линезолид
5824	Зеницетам	леветирацетам
1137	Зенлистик	-
1138	Зенон &reg;	-
1139	Зенпозайм	-
1140	Зепатир &reg;	-
1141	Зепозия &reg;	-
1142	Зербакса &reg;	-
12240	Зерит	ставудин
1143	Зеркалин &reg; Интенсив	-
8182	Зефтера	цефтобипрола медокарил
10665	Зеффикс	ламивудин
1144	Зеюла	-
10664	Зиаген	абакавир
1146	Зиваксилид &reg;	-
11017	Зивокс	линезолид
11818	Зигрис	дротрекогин альфа [активированный]
1147	Зидевин &reg;	-
8846	Зидена	уденафил
6835	Зидовирин	зидовудин
1148	Зидовудин	-
1151	Зидовудин Авексима	-
1152	Зидовудин-АЗТ	-
1149	Зидовудин + Ламивудин	-
5970	Зидовудин+Ламивудин	зидовудин+ламивудин
5617	Зидовудин+Ламивудин-Виал	зидовудин+ламивудин
1150	Зидовудин + Ламивудин-Эдвансд	-
13536	Зидовудин-Ферейн	зидовудин
5475	Зидолам	ламивудин+зидовудин
1153	Зидолам-АБ &reg;	-
5026	Зидолам-Н	зидовудин+ламивудин+невирапин
7293	Зидо-Эйч	зидовудин
1154	Зикадия &reg;	-
5511	Зилакомб	зидовудин+ламивудин
1155	Зилам-ТЛ	-
1156	Зилекса септ	-
1157	Зинакорен	-
12705	Зинаксин	~
12319	Зинацеф	цефуроксим
1158	Зинеридерм	-
10388	Зиннат	цефуроксим
4328	Зиноксимор	цефуроксим
1159	Зинплава	-
5108	Зинфоро	цефтаролина фосамил
10309	Зипрасидон	зипрасидон
11491	Зипрекса	оланзапин
4970	Зипрекса Адера	оланзапин
6877	Зипрекса Зидис	оланзапин
3979	Зипсила	зипрасидон
1160	Зиромин &reg;	-
1161	Зиртал-10	-
4944	Зитига	абиратерона
1145	Зи-фактор &reg;	-
13596	Змеевика корневища	змеевика корневища
1162	Зоварт &reg; сан	-
6652	Зокардис 7	5"
11759	Зоксон	доксазозин
11275	Золадекс	гозерелин
1164	Золасан Т	-
1165	Золафрен &reg; -свифт	-
1166	Золафрен Квик	-
1167	Золгенсма &reg;	-
1168	Золедарт	-
4487	Золедронат-Тева	золедроновая кислота
1169	Золедроновая кислота	-
9740	Золедроновая кислота моногидрат	золедроновая кислота
1170	Золедроновая кислота-Ферейн &reg;	-
4838	Золедрэкс	золедроновая кислота
9291	Золендроник-Рус 4	золедроновая кислота
1171	Золента Ромфарм	-
1172	Золера	-
8209	Золерикс	золедроновая кислота
10222	Золинза	вориностат
9911	Золмитриптан	золмитриптан
1173	Золмитриптан-СЗ	-
1174	Золмифаст	-
7382	Золотой йод	-
3645	Золототысячника трава	~
11421	Золофт	сертралин
1175	Золофт &reg;	-
9000	Золпидем	золпидем
6419	Золпидема тартрат	золпидем
1176	Золтралин солофарм	-
10292	Зольсана	золпидем
5124	Зомета	золедроновая кислота
11359	Зомиг	золмитриптан
4501	Зомиг Рапимелт	золмитриптан
6782	Зонадин	золпидем
4310	Зонегран	зонисамид
1177	Зонексис &reg;	-
1178	Зонисамид-ЭТ	-
6195	Зопиклон	зопиклон
1179	Зопиклон-Лекфарм	-
1180	Зостравел	-
1123	ЗОТТ &reg;	-
12085	Зофран	ондансетрон
1182	Зуклопентиксол	-
1184	Иардол	-
1185	Ибамол Интенсив	-
1186	Ибандроновая кислота	-
5454	Ибандроновая кислота Сандоз	ибандроновая кислота
3893	Иберогаст	~
1187	Ибиксан	-
1188	Иброфенекс	-
1190	Ибрутиниб-Амедарт	-
1192	Ибрутиниб-натив	-
1191	Ибрутиниб-Промомед	-
1189	Ибрутиниб Фармасинтез	-
1193	ИбувенГен	-
1194	Ибуклин &reg; Экспресс	-
135	Ибупен.	-
1195	Ибупирин	-
1196	Ибупирин Кидс	-
1214	Ивабрадин	-
13755	Ивабрадина гидробромид	ивабрадин
9475	Ивабрадина гидрохлорид	ивабрадин
1215	Ивабрадин Канон	-
1216	Ивабрадин Медисорб	-
1217	Ивабрадин солофарм	-
12006	Ивадал	золпидем
1218	Ивакард &reg;	-
1219	Ивенити &reg;	-
1220	Ивилект	-
1221	Ивинак &reg; -СОЛОфарм	-
4116	Ивисел	~
1222	Ивлизи &reg;	-
11851	И.Г.Вена	иммуноглобулин человека нормальный
11852	И.Г. Вена Н.И.В.	иммуноглобулин человека нормальный
1223	Игвитон	-
1224	Иглиб &reg;	-
1225	Иглинид	-
1226	Игнатиа амара	-
10109	Игнация комп.	-
1227	Идалаир	-
1228	Идарубицин	-
12681	Идарубицина гидрохлорид	идарубицин
3863	Идебенон	идебенон
1229	Идельвион &reg;	-
7883	Идринол	мельдоний
4062	Изакардин	изосорбида динитрат
1230	Изжогофф &reg;	-
1231	Изислип &reg;	-
1232	Изитенс &reg;	-
1233	Изнель 30	-
10192	Изодепом	цефпиром
11000	Изокет	изосорбида динитрат
1238	Изопринозин	-
12241	Изоптин	верапамил
12161	Изоптин СР 240	верапамил
1239	Изосолаква	-
1241	Изосорбида мононитрат	-
8914	Изосорбида мононитрат ретард	изосорбида мононитрат
1240	Изосорбида Мононитрат Фармасинтез	-
8539	Изотретиноин	изотретиноин
1242	Изофлуран	-
3808	Изофон	метилдиоксотетрагидропиримидин сульфонизоникотиноил гидразид
1243	Икатибант	-
1248	Икатибант-Амедарт	-
1244	Икатибант Велфарм	-
1245	Икатибант ПСК	-
1247	Икатибант солофарм	-
1246	Икатибант Сотекс &reg;	-
1249	Икатибант-Тева	-
1250	Икатибант-Химрар	-
1251	Икативиз	-
1252	Икервис &reg;	-
4196	Икземпра	иксабепилон
1254	Иксабепилон-Амедарт	-
1255	Иксазомиб-Промомед	-
10729	Иксел	милнаципран
8714	Иксим Люпин	цефиксим
1256	Иксим Сотекс &reg;	-
1253	Икс-код	-
4794	Иларис	канакинумаб
1257	Иларис &reg;	-
1258	Илдиглип	-
1259	Илдиглип Мет &reg;	-
1260	Иловерум	-
12336	Иломедин	илопрост
1261	Илопера	-
1262	Илопрост ПСК	-
1263	Илопрост-Фармасинтез	-
1264	Илпион &reg;	-
3432	Илсира &reg;	-
1266	Ильвенус &reg;	-
7104	Имаглив	иматиниб
1267	Имаксал &reg;	-
1268	Иматанго &reg;	-
5203	Иматиб	иматиниб
1269	Иматиниб	-
1272	Иматиниб-Альвоген	-
9569	Иматиниба мезилат	иматиниб
9577	Иматиниба мезилат ?-форма	иматиниб
9741	Иматиниба мезилат форма X	-
9766	Иматиниба мезилат форма Альфа	иматиниб
1270	Иматиниб Гриндекс	-
1271	Иматиниб Д-р Редди`с	-
5763	Иматиниб медак	иматиниб
1273	Иматиниб-Сигардис	-
1274	Иматиниб-Тева	-
5458	Иматиниб-ТЛ	иматиниб
5612	Иматиниб Форсайт	иматиниб
6299	Имбиоглобулин	иммуноглобулин человека нормальный
1275	Имбраденид &reg;	-
5635	Имбрувика	ибрутиниб
1276	Имвек	-
3433	Имджудо	-
1278	Имибакт &reg;	-
10714	Имигран	суматриптан
1279	Имидафенацин	-
9568	Имиквимод	имихимод
1285	Имипрамин	-
9721	Имихимод	-
1287	Иммеран	-
4087	Иммуграст	филграстим
12056	Иммунат	фактор свертывания крови viii
11484	Иммунин	фактор свертывания крови ix
7950	Иммуновак-ВП-4	антигены условно-патогенных микроорганизмов [staphylococcus aureus + klebsiella pneumoniae + proteus vulgaris + escherichia coli f - 147]
9984	Иммуновенин	иммуноглобулин человека нормальный
8224	Иммуноглобулиновый комплексный препарат	иммуноглобулин человека нормальный [igg+iga+igm]
7088	Иммуноглобулиновый комплексный препарат для энтерального применения (КИП)	иммуноглобулин человека нормальный [igg+iga+igm]
7161	Иммуноглобулиновый комплексный препарат (КИП)	~
9058	Иммуноглобулин противосибиреязвенный лошадиный	иммуноглобулин противосибиреязвенный
1288	Иммуноглобулин Сигардис	-
1289	Иммуноглобулин Сигардис МТ	-
13616	Иммуноглобулин человека антирезус Rho (D)	иммуноглобулин человека антирезус rho (d)
6428	Иммуноглобулин человека антистафилококковый	иммуноглобулин человека антистафилококковый
6429	Иммуноглобулин человека антистафилококковый жидкий	иммуноглобулин человека противостафилококковый
1290	Иммуноглобулин человека нормальный	-
3818	Иммуноглобулин человека против клещевого энцефалита	иммуноглобулин против клещевого энцефалита
6939	Иммуноглобулин человека противоаллергический	иммуноглобулин человека противоаллергический
8042	Иммуноглобулин человека противооспенный	иммуноглобулин противооспенный
12994	Иммуноглобулин человека противостафилококковый	иммуноглобулин человека антистафилококковый
7852	Иммуноглобулин человека противостолбнячный	~
7316	Иммуноглобулины диагностические для выявления риккетсий группы сыпного тифа люминисцирующие	диагностикум риккетсиозный
6348	Иммуноглобулины диагностические флуоресцирующие бруцеллезные сухие	иммуноглобулин [диагностический] бруцеллезный
13520	Иммуноглобулины диагностические флуоресцирующие гриппозные типов А и В сухие	иммуноглобулин [диагностический] гриппозный
13519	Иммуноглобулины диагностические флуоресцирующие парагриппозные типов 2 и 3 сухие	диагностикум парагриппа
7333	Иммуноглобулины диагностические флуоресцирующие против IgG(H)	iga(h)
13521	Иммуноглобулины диагностические флуоресцирующие респираторно-синцитиальные вирусные сухие	диагностикум респираторно-синтициальных инфекций
6315	Иммуноглобулины диагностические флуоресцирующие сибиреязвенные неадсорбированные сухие	диагностикум сибирской язвы
6314	Иммуноглобулины диагностические флуоресцирующие туляремийные сухие	диагностикум туляремии
5097	Иммунокинд	~
13154	Иммуномакс	пептидогликан кислый из ростков картофеля
9125	Иммуноро Кедрион	иммуноглобулин человека антирезус rho[d]
5749	Имновид	помалидомид
12371	Имовакс Полио	вакцина для профилактики полиомиелита
12547	Имован	зопиклон
4289	Импортал Н	лактитол
8331	Имудон	лизатов бактерий смесь [l
8330	Имудон (смесь лизатов бактерий)	лизатов бактерий смесь [l
8677	Имунорикс	пидотимод
7656	Имунофан	аргинил-альфа-аспартил-лизил-валил-тирозил-аргинин
11804	Инванз	эртапенем
8050	Инвега	палиперидон
1291	Инвида ОДП	-
7997	Инвираза	саквинавир
5744	Инвокана	канаглифлозин
5742	Ингавирин	имидазолилэтанамид пентандиовой кислоты
1292	Ингавирин &reg;	-
1294	Ингалипт Виалайн &reg;	-
11763	Ингалипт-Н	~
1295	Ингастин	-
7063	Ингафитол №1 (сбор для ингаляций №1)	~
7780	Ингафитол №2 (сбор для ингаляций №2)	~
1296	Ингибса	-
3774	Ингитрил	апротинин
1297	Индап &reg;	-
4910	Индигокармин	~
5177	Индинол Форто	индолкарбинол
1318	Индинол Форто &reg;	-
7287	Индия хлорид	111in"
5803	Индопролон	индолкарбинол
5136	Индоцианин зеленый-ПУЛЬСИОН	индоцианин зеленый
5639	Инкруз Эллипта	умеклидиния бромид
5248	Инлита	акситиниб
6952	ИННО-ЛИА Сифилис усовершенствованный	диагностикум сифилиса
5655	Иновелон	руфинамид
12688	Инсановин	~
5120	Инсиво	телапревир
8527	Инспра	эплеренон
11908	Инстенон	гексобендин+этамиван+этофиллин
11403	Интаксел	паклитаксел
10730	Интал	кромоглициевая кислота
11292	Интегрилин	эптифибатид
5416	Интеленс	этравирин
4008	Интеллан	~
12850	Интерлейкин-1 бета	интерлейкин-1 бета
7315	Интести-бактериофаг	интести-бактериофаг
10639	Интетрикс	~
10749	Интраглобин	иммуноглобулин человека нормальный
10356	Интралипид	жировые эмульсии для парентерального питания
11236	Интратаксим	цефотаксим
7507	Интратект	иммуноглобулин человека нормальный
6553	Интрив	дулоксетин
9230	Интринол	индолкарбинол
5878	Интровиз	йогексол
4407	Инфанрикс Гекса	-
12127	Инфезол 100	~
10993	Инфезол  40	~
8389	Инфлексал V	вакцина гриппозная субъединичная инактивированная виросомальная
12410	Инфлювак	вакцина для профилактики гриппа [инактивированная]
12411	Инфлювак (Вакциина гиппозная субъединичная инактивированная)	вакцина для профилактики гриппа [инактивированная]&
8408	Инфлюнет	~
3956	Инфлюостим	~
11379	Инфлюцид	~
7135	Инфузамин	гидролизаты белков для парентерального питания
10253	Иобрикс	йогексол
10077	Иов-венум	~
1320	Ионоплазм	-
1319	ИоноСорб	-
1321	Ионохес	-
1322	Ипека	-
5869	ИПИГРИКС	ипидакрин
1323	Ипидакрин	-
1324	Ипидакрин Велфарм	-
1325	Ипидакрин Канон	-
1326	Ипидакрин-СЗ	-
1327	Ипикрат	-
1328	Иплерон &reg;	-
1329	Ипрабекс &reg;	-
1330	Ипраспир &reg;	-
1331	Ипратерол	-
1332	Ипратерол-Аэронатив	-
1339	Ипрафеин Ультра	-
4031	ИПРОЖИН	прогестерон
1342	Ирбис	-
1343	Ирелми	-
4323	Иренакс	иринотекан
12667	Иресса	гефитиниб
1344	Ирикампо &reg;	-
10483	Ирикар	~
1345	Иринова	-
1346	Ириноплат	-
1347	Иринорм Рино	-
1348	Иринотекан	-
7843	Иринотекана гидрохлорид	иринотекан
9290	Иринотекана гидрохлорида тригидрат	иринотекан
1349	Иринотекан-Амедарт	-
1350	Иринотекан-Дж	-
4507	Иринотекан медак	иринотекан
8775	Иринотекан Плива-Лахема	иринотекан
1351	Иринотекан-Промомед	-
7894	Иринотекан-Тева	иринотекан
7068	Иринотекан-Филаксис	иринотекан
3836	Иринотел	иринотекан
1352	Иринэкс &reg;	-
1353	Ирис версиколор	-
13630	Ирис-плюс	~
10161	Иритен	иринотекан
1354	Иритеро &reg;	-
7252	Ирнокам	иринотекан
10858	ИРС 19	-
8291	Ирунин	итраконазол
5711	Исентресс	ралтегравир
12610	Искадор Кв	~
5301	Исмиген	-
1355	Исполат &reg;	-
1356	Истиналь	-
1183	ИСТлипид	-
1357	Истуриса &reg;	-
1358	Исфагула	-
12453	Итакс	фенотрин
1359	Итилокт	-
1360	Итилокт &reg; БВ	-
1361	Итовеби &reg;	-
4580	Итомед	итоприд
5349	Итопра	итоприд
1362	Итоприд	-
1365	Итоприд-Вертекс	-
1363	Итоприд Канон	-
1364	Итоприд Реневал	-
1366	Итоприд-СЗ	-
13440	Итразол	итраконазол
1367	Итраконазол	-
1368	Итраконазол-АКОС	-
1369	Итраконазол-ЛекТ	-
7374	Итраконазол-ратиофарм	итраконазол
5703	Итраконазол Сандоз	итраконазол
1370	Итраконазол-Эдвансд	-
1371	Итулси	-
13723	ИФА-анти-HBс-М-скрин	диагностикум гепатита b
6849	ИФА-анти-HCV	диагностикум гепатита с
12883	ИФА-анти-HСVc-M	диагностикум гепатита с
6725	ИФА анти-В	диагностикум гепатита b
6580	ИФА-анти-ЛЮИС	диагностикум сифилиса
13718	ИФА-анти-НСV-спектр	диагностикум гепатита с
1372	Ифайнагот &reg;	-
6399	ИФА-Нве	диагностикум гепатита b
10688	Ифирал	кромоглициевая кислота
7915	Ифосфамид	ифосфамид
1373	Иффифлок &reg;	-
1374	Ихтиол	-
3560	Ихтиоловая мазь	~
1375	Ихтиол Реневал	-
1376	Ихтуорб	-
1377	Ишенор &reg;	-
1378	Йоверскан	-
1379	Йоверсол	-
1380	Йовидокс	-
1381	Йогексол	-
1383	Йогексол-Акос	-
1384	Йогексол-Алиум	-
1385	Йогексол-Бинергия	-
1382	Йогексол Велфарм	-
5818	Йогексол ТР	йогексол
1386	Йод	-
3788	Йодантипирин	йодофеназон
9930	Йодиксанол	йодиксанол
8918	Йодофен	123-i"
9931	Йодоформ	~
13707	Йодум	казеин йодированный
5125	Йомерон	йомепрол
9315	Йонделис	трабектедин
10743	Йоностерил	~
5658	Йопамидол	йопамидол
11659	Йопамиро	йопамидол
5684	Йопромид	йопромид
6132	Йопромид-Биарвист	йопромид
5821	Йопромид ТР	йопромид
11967	Йохимбина гидрохлорид	йохимбина гидрохлорид
1388	Кабазитаксел	-
1391	Кабазитаксел-Амедарт	-
1392	Кабазитаксел-Келун-Казфарм	-
1393	Кабазитаксел-Ника	-
1394	Кабазитаксел-Промомед	-
1395	Кабазитаксел-Тева	-
1389	Кабазитаксел ЭВЕР Фарма &reg;	-
1390	Кабазитаксел Эльфа &reg;	-
1396	Кабазред &reg;	-
1397	Кабатэкс	-
7699	Кабельная 2-ая улица	дом
1398	Каберголин	-
1399	Каберголин Фармасинтез	-
1400	Каберлакт	-
5608	Кабецин	капецитабин
1401	Кабозантиниб	-
1402	Кабозантиниб Дж	-
1403	Кабозантиниб-Промомед	-
1404	Кабометикс &reg;	-
1405	Каботегравир	-
12288	Каверджект	алпростадил
10063	Кагоцел	-
5572	Кадсила	трастузумаб эмтанзин
1406	Кадуэт &reg;	-
1407	Кайендра &reg;	-
1408	Кайлина &reg; ЛНГ	-
1409	Какспал Нео	-
1410	Кактус грандифлорус	-
1411	Каланта	-
1412	Каланта дуо	-
3799	Каланхин	каланхоэ препарат
6345	Каланхоэ сок	каланхоэ побегов сок
12058	Калгель	~
1413	Калдент Бэби	-
13431	Каленгам Эдас-201	~
3915	Калетра	лопинавир+ритонавир
10212	Каликста	миртазапин
13585	Калины сироп	калины плоды
6670	Калипте ВИЧ-1 Урин ИФА	диагностикум вич
13678	Калирис Эдас-114	~
6915	Калия D	l-аспарагинат (рацемический)"
3669	Калия карбонат	калия карбонат
3533	Калия оротат	оротовая кислота
3538	Калия оротата таблетки 0.5 г	оротовая кислота
3505	Калия перманганат	калия перманганат
5400	Калужская обл.	г
6319	Калумид	бикалутамид
12332	Калькохель	~
